'Probe'	'Symbol'	'acg'	'dlpfc'	'cb'	'amy'	'hc'	'nacc'	'new-mean-6'
'7102_at'	'TSPAN7'	-6	7	17	12	-3	-6	0.2833024707
'64240_at'	'ABCG5'	16	4	8	13	0	6	0.2833483306
'890_at'	'CCNA2'	14	7	-4	9	13	-5	0.2833755885
'5275_at'	'SERPINB13'	8	-2	6	7	-4	7	0.2834378256
'140462_at'	'ASB9'	14	5	8	-2	9	13	0.2834554832
'55700_at'	'MAP7D1'	4	-1	0	7	-3	-2	0.2834780894
'9904_at'	'RBM19'	-6	-5	6	16	8	4	0.2835542944
'10771_at'	'ZMYND11'	5	12	-2	17	13	8	0.2835632497
'7554_at'	'ZNF8'	-1	-4	14	13	11	0	0.2836212596
'3276_at'	'PRMT1'	0	-1	6	-3	17	-5	0.2836714116
'1282_at'	'COL4A1'	-3	-4	-4	4	-2	-2	0.2836730001
'7374_at'	'UNG'	6	5	0	8	10	-3	0.283686267
'64430_at'	'C14orf135'	5	-5	10	1	7	-5	0.2837144412
'833_at'	'CARS'	3	3	-5	1	4	10	0.2837181554
'79152_at'	'FA2H'	10	-5	16	-5	-6	13	0.2837215398
'23162_at'	'MAPK8IP3'	12	9	-5	4	4	-5	0.2837456972
'93643_at'	'TJAP1'	12	-5	-6	14	-6	14	0.2837591621
'55778_at'	'ZNF839'	12	14	4	14	-3	13	0.2837674155
'3507_at'	'IGHM'	11	8	17	6	7	4	0.2838646351
'641_at'	'BLM'	-6	-4	8	-6	-5	10	0.2838661493
'29066_at'	'ZC3H7A'	8	14	-3	15	13	13	0.2838700353
'2996_at'	'GYPE'	1	8	-2	3	9	12	0.2838780047
'10151_at'	'HNRNPA3P1'	1	-4	6	-6	12	-5	0.2839101496
'29095_at'	'ORMDL2'	0	1	11	8	9	15	0.2839260771
'2042_at'	'EPHA3'	2	-5	10	15	12	-1	0.2839493941
'29766_at'	'TMOD3'	6	16	9	-2	6	-1	0.2839931744
'6346_at'	'CCL1'	-6	2	16	17	-4	-4	0.284033196
'5708_at'	'PSMD2'	6	7	10	-4	-3	2	0.2841687361
'258_at'	'AMBN'	17	5	11	-4	5	13	0.28418245
'84444_at'	'DOT1L'	11	14	6	-5	10	-3	0.2841933846
'6343_at'	'SCT'	-4	0	16	12	5	14	0.2842140009
'23761_at'	'PISD'	-3	4	-1	4	-4	4	0.2842451616
'347853_at'	'TBX10'	7	11	3	12	10	-6	0.2843143682
'6561_at'	'SLC13A1'	-1	-4	-5	-6	-1	0	0.2843162329
'113146_at'	'AHNAK2'	5	10	11	-1	7	0	0.2843771167
'6004_at'	'RGS16'	-3	-2	1	2	1	-1	0.2843880698
'29074_at'	'MRPL18'	-3	-4	-4	15	-6	-2	0.2844604704
'57572_at'	'DOCK6'	-6	3	-6	-6	6	17	0.2845306937
'25776_at'	'CBY1'	9	14	-6	6	12	8	0.2845773668
'22885_at'	'ABLIM3'	10	8	2	9	0	16	0.2845942975
'23042_at'	'PDXDC1'	3	12	2	-3	11	-2	0.2846037141
'4502_at'	'MT2A'	5	6	5	7	0	0	0.2846084952
'2492_at'	'FSHR'	6	9	7	14	15	0	0.2846518298
'89853_at'	'FAM125B'	9	-3	16	-3	-6	17	0.2847041664
'10103_at'	'TSPAN1'	-1	-1	10	12	-2	-6	0.2847056368
'414_at'	'ARSD'	5	14	2	11	7	10	0.2847280228
'9266_at'	'CYTH2'	1	3	-2	9	5	4	0.2847417899
'124583_at'	'CANT1'	-1	-6	2	3	15	16	0.2847927598
'8729_at'	'GBF1'	-6	9	-4	1	-3	-6	0.2849490181
'823_at'	'CAPN1'	5	13	16	2	6	-5	0.2849662411
'4485_at'	'MST1'	15	-6	17	9	11	-3	0.2849995597
'9454_at'	'HOMER3'	5	-4	16	1	-1	-4	0.285026016
'546_at'	'ATRX'	2	11	-2	7	12	-6	0.2851230331
'3028_at'	'HSD17B10'	-6	-3	9	16	-6	14	0.2851241975
'4239_at'	'MFAP4'	-6	5	12	13	12	17	0.285251136
'5834_at'	'PYGB'	16	10	2	1	12	8	0.2852637014
'6581_at'	'SLC22A3'	10	10	7	-3	4	-5	0.2852991443
'358_at'	'AQP1'	8	7	6	4	12	8	0.2853082973
'4613_at'	'MYCN'	-3	15	17	13	9	7	0.2853464992
'23127_at'	'GLT25D2'	7	-4	10	8	6	7	0.2853635049
'58_at'	'ACTA1'	10	-2	-3	-6	6	13	0.2854568909
'25928_at'	'SOSTDC1'	-6	-5	6	6	2	-1	0.2854831588
'25840_at'	'METTL7A'	0	17	3	15	14	1	0.2855772249
'22868_at'	'FASTKD2'	3	-4	0	1	10	4	0.2856095819
'9982_at'	'FGFBP1'	11	5	-2	-3	6	-5	0.2856393197
'5997_at'	'RGS2'	-5	8	8	-4	-3	15	0.2856990793
'332_at'	'BIRC5'	-3	6	11	14	16	12	0.2857729372
'1327_at'	'COX4I1'	-6	6	15	-3	14	9	0.2858127118
'4707_at'	'NDUFB1'	16	7	9	-6	8	7	0.2858173717
'3235_at'	'HOXD9'	-1	3	-4	14	1	11	0.2858292033
'64231_at'	'MS4A6A'	15	12	8	10	13	11	0.2858530967
'64174_at'	'DPEP2'	8	14	10	15	16	-1	0.2859204267
'10069_at'	'RWDD2B'	14	15	10	14	14	6	0.2859632194
'55643_at'	'BTBD2'	15	8	12	6	5	-6	0.2861342752
'9203_at'	'ZMYM3'	-6	6	1	3	9	6	0.2861407926
'117246_at'	'FTSJ3'	-2	2	1	11	5	-3	0.2861633144
'4638_at'	'MYLK'	6	-3	13	-6	13	6	0.2862601874
'25813_at'	'SAMM50'	-6	12	13	17	15	2	0.2862632884
'10322_at'	'SMYD5'	-4	0	8	1	-6	6	0.2862741382
'4848_at'	'CNOT2'	4	-3	-5	6	5	13	0.2863482003
'29121_at'	'CLEC2D'	5	9	-2	-5	13	5	0.2863737604
'57406_at'	'ABHD6'	8	-6	3	8	17	16	0.2864474332
'5452_at'	'POU2F2'	2	9	16	-2	-3	-6	0.2864529316
'481_at'	'ATP1B1'	8	10	-4	-2	12	15	0.2864549097
'2312_at'	'FLG'	15	10	-4	-3	3	1	0.2864570377
'2549_at'	'GAB1'	12	-3	13	-6	-6	13	0.2864968889
'3547_at'	'IGSF1'	9	7	1	-2	8	9	0.2865065634
'23241_at'	'PACS2'	10	-6	17	2	2	13	0.2865134178
'53405_at'	'CLIC5'	17	13	7	10	17	13	0.2865313366
'4820_at'	'NKTR'	8	13	-3	4	11	8	0.2865546023
'57597_at'	'BAHCC1'	1	5	7	0	17	5	0.2866139025
'79752_at'	'ZFAND1'	11	14	9	-1	4	-3	0.2866316118
'8737_at'	'RIPK1'	-1	-5	12	2	4	-1	0.286734655
'26034_at'	'IPCEF1'	-6	11	16	7	0	-5	0.2867545131
'891_at'	'CCNB1'	0	13	7	-1	-4	3	0.2867660021
'51411_at'	'BIN2'	17	9	-6	15	2	0	0.2867668033
'81631_at'	'MAP1LC3B'	-2	2	-1	-4	-1	7	0.2868829483
'5145_at'	'PDE6A'	13	9	-4	12	-3	17	0.2868848476
'23035_at'	'PHLPP2'	-2	4	3	16	14	-6	0.2869508483
'3030_at'	'HADHA'	15	-2	-5	-4	11	2	0.2869802756
'23155_at'	'CLCC1'	6	-5	6	0	8	-3	0.2870267162
'10421_at'	'CD2BP2'	9	12	-1	12	1	-5	0.2870422684
'84663_at'	'CYorf15B'	9	-3	9	7	8	5	0.2871367886
'55930_at'	'MYO5C'	4	0	-5	5	5	7	0.2871820683
'80150_at'	'ASRGL1'	17	6	3	11	8	6	0.2872406854
'4317_at'	'MMP8'	-5	6	9	10	6	5	0.2872542877
'25796_at'	'PGLS'	9	-2	8	6	9	-5	0.2872915628
'5610_at'	'EIF2AK2'	-1	-6	3	4	13	-5	0.2874209664
'23467_at'	'NPTXR'	13	12	8	11	-2	-6	0.2874228743
'10778_at'	'ZNF271'	13	16	9	-4	11	14	0.2874582629
'9129_at'	'PRPF3'	9	0	-4	2	17	17	0.2874932611
'7525_at'	'YES1'	2	5	8	-1	17	15	0.2875380633
'54777_at'	'C10orf92'	10	13	0	9	3	12	0.2876156413
'60494_at'	'CCDC81'	10	-5	-5	10	3	17	0.2877147774
'6499_at'	'SKIV2L'	9	4	6	12	-1	14	0.2877249671
'3836_at'	'KPNA1'	1	15	9	10	-6	6	0.2877825495
'22874_at'	'PLEKHA6'	16	6	8	7	-3	14	0.2877855894
'8828_at'	'NRP2'	17	8	3	-3	12	8	0.2878925414
'22904_at'	'SBNO2'	-4	5	-1	1	5	-4	0.2879103354
'3355_at'	'HTR1F'	17	-4	5	-3	17	13	0.2879119538
'29_at'	'ABR'	15	10	4	10	13	-4	0.2879904099
'5127_at'	'CDK16'	17	6	-5	9	4	16	0.2880112933
'825_at'	'CAPN3'	9	-4	14	-3	14	12	0.2880210367
'80231_at'	'CXorf21'	-2	9	-2	14	5	-1	0.288026416
'4325_at'	'MMP16'	11	6	15	4	6	5	0.2880696178
'23357_at'	'ANGEL1'	3	5	0	3	-2	16	0.2880785377
'79589_at'	'RNF128'	-5	14	7	1	10	13	0.2880854258
'5017_at'	'OVOL1'	13	1	5	12	12	5	0.2881183188
'3483_at'	'IGFALS'	16	6	-5	-2	11	7	0.2881643814
'6741_at'	'SSB'	0	15	13	-3	7	1	0.2882125794
'25807_at'	'RHBDD3'	8	0	-3	-1	0	10	0.2882569199
'29995_at'	'LMCD1'	8	5	12	14	12	-6	0.2882949837
'4863_at'	'NPAT'	11	1	8	15	9	8	0.2883202088
'9663_at'	'LPIN2'	-6	15	14	14	-5	6	0.2883267163
'57214_at'	'KIAA1199'	3	7	12	0	8	4	0.28833046
'141_at'	'ADPRH'	10	3	-6	-5	9	5	0.2883775258
'7112_at'	'TMPO'	0	-4	10	9	6	-3	0.2883991832
'22906_at'	'TRAK1'	13	15	17	9	3	16	0.288454506
'10668_at'	'CGRRF1'	1	1	3	16	-3	-5	0.2884580671
'1195_at'	'CLK1'	10	-6	-5	-6	17	16	0.2885144842
'5915_at'	'RARB'	16	8	9	-2	6	10	0.2885515412
'4060_at'	'LUM'	7	9	17	15	5	-4	0.2885632636
'2331_at'	'FMOD'	-5	-2	9	11	-6	-4	0.2885986794
'27012_at'	'KCNV1'	2	12	5	7	3	17	0.288628446
'4437_at'	'MSH3'	4	16	8	-4	9	1	0.2886387509
'55704_at'	'CCDC88A'	8	17	9	10	14	11	0.2886939303
'64218_at'	'SEMA4A'	-5	-1	7	16	-5	-5	0.2887274441
'51069_at'	'MRPL2'	-5	9	11	7	5	7	0.2887780833
'54938_at'	'SARS2'	17	-1	7	10	12	14	0.2888541844
'58477_at'	'SRPRB'	3	0	8	-4	-6	8	0.2888658388
'50838_at'	'TAS2R13'	2	1	6	7	6	10	0.2889058397
'539_at'	'ATP5O'	14	-5	8	-6	11	3	0.2889503254
'2923_at'	'PDIA3'	4	-6	8	-2	-5	-4	0.2889860128
'7068_at'	'THRB'	-4	0	4	-4	-2	-5	0.2889862827
'50852_at'	'TRAT1'	12	-1	8	14	7	7	0.2890181883
'1647_at'	'GADD45A'	-4	-1	-1	0	0	-1	0.2890639293
'1455_at'	'CSNK1G2'	-6	10	17	13	2	-5	0.28907518
'55839_at'	'CENPN'	6	-4	7	-4	-5	8	0.2891288066
'22954_at'	'TRIM32'	-4	-2	1	13	2	17	0.2891899685
'5718_at'	'PSMD12'	2	10	7	-5	6	-2	0.2891953
'4224_at'	'MEP1A'	-5	16	7	-3	16	-6	0.289286373
'3044_at'	'HBBP1'	8	8	7	14	8	-5	0.2893408436
'6745_at'	'SSR1'	0	-1	12	-2	0	1	0.289363648
'8522_at'	'GAS7'	13	-3	-4	10	-4	7	0.2893739244
'25941_at'	'C18orf10'	12	6	9	-2	7	3	0.2894174861
'23284_at'	'LPHN3'	7	12	14	10	12	-5	0.2894284059
'28755_at'	'TRAC'	-5	5	9	13	4	9	0.2894331423
'26145_at'	'IRF2BP1'	17	3	7	7	-1	0	0.2895025879
'4618_at'	'MYF6'	16	6	13	9	0	8	0.289516354
'3308_at'	'HSPA4'	6	8	6	4	3	2	0.289555757
'27351_at'	'PPPDE2'	15	-2	10	16	13	11	0.2896155979
'3845_at'	'KRAS'	10	12	16	6	11	8	0.2896202905
'6495_at'	'SIX1'	-5	-1	13	-1	2	13	0.2896392402
'57404_at'	'CYP20A1'	-1	-1	-2	12	12	-4	0.2896395193
'8418_at'	'CMAH'	-4	16	7	2	7	-2	0.289683812
'5002_at'	'SLC22A18'	-5	4	-3	-5	-2	3	0.2897112235
'79180_at'	'EFHD2'	-5	5	13	7	-2	-4	0.2897878176
'1950_at'	'EGF'	9	9	6	1	9	11	0.2897969672
'5179_at'	'PENK'	0	9	-1	-3	9	-6	0.2898426584
'5436_at'	'POLR2G'	11	17	1	17	15	12	0.2898445475
'6279_at'	'S100A8'	4	6	17	1	-2	1	0.2899289907
'7504_at'	'XK'	2	11	6	7	9	6	0.2899461766
'55177_at'	'FAM82A2'	17	-1	7	-3	8	8	0.2899614114
'5152_at'	'PDE9A'	8	15	10	12	9	16	0.2900229296
'54329_at'	'GPR85'	15	6	4	12	13	-6	0.2900300659
'7982_at'	'ST7'	-3	7	4	4	-6	1	0.2900404969
'259266_at'	'ASPM'	2	2	-5	-1	7	3	0.2900838457
'60491_at'	'NIF3L1'	7	-3	-2	-5	-5	7	0.2900859003
'129025_at'	'ZNF280A'	11	2	2	-4	-3	8	0.2900940777
'56945_at'	'MRPS22'	-5	14	0	-4	-6	1	0.2901472898
'90273_at'	'CEACAM21'	-6	-4	6	-4	-2	-3	0.2901496986
'9392_at'	'TGFBRAP1'	3	0	10	8	16	-1	0.2901580336
'2121_at'	'EVC'	-6	-4	-3	3	4	-6	0.2901989364
'23333_at'	'DPY19L1'	2	-3	13	3	9	-3	0.2902395652
'54842_at'	'MFSD6'	3	-1	-1	0	3	9	0.2902416786
'81501_at'	'TM7SF4'	16	5	5	12	8	7	0.2902984653
'7750_at'	'ZMYM2'	5	-5	-1	14	5	9	0.2903113166
'9376_at'	'SLC22A8'	-6	1	13	10	1	14	0.2903163093
'3014_at'	'H2AFX'	10	-2	-6	1	5	-5	0.2903472911
'10381_at'	'TUBB3'	-3	5	-2	3	-3	-1	0.2903527844
'26284_at'	'ERAL1'	-4	-1	-1	2	8	8	0.2904076396
'9517_at'	'SPTLC2'	8	-4	10	-2	6	8	0.2904103011
'6284_at'	'S100A13'	11	14	12	-6	14	15	0.2904331217
'1893_at'	'ECM1'	-2	5	15	0	-1	-6	0.2904335881
'8537_at'	'BCAS1'	7	10	-5	7	8	7	0.2905042755
'27436_at'	'EML4'	0	-6	3	-3	13	3	0.2905079727
'116496_at'	'FAM129A'	6	8	10	5	8	1	0.2905380113
'1038_at'	'CDR1'	5	5	-4	-3	16	7	0.2905433075
'10157_at'	'AASS'	8	-5	7	12	2	11	0.290595916
'10175_at'	'CNIH'	4	14	3	17	2	1	0.2906968634
'57710_at'	'KIAA1614'	11	0	-1	9	-4	8	0.2907028687
'3340_at'	'NDST1'	15	-3	10	3	15	15	0.290747087
'55705_at'	'IPO9'	1	10	-5	12	10	8	0.2907638206
'1075_at'	'CTSC'	1	8	3	1	-4	2	0.2907797474
'2913_at'	'GRM3'	6	-5	-4	15	-5	14	0.2907940796
'9667_at'	'SAFB2'	2	14	7	6	3	-4	0.290843915
'65080_at'	'MRPL44'	2	-4	2	0	8	-2	0.2908728446
'11313_at'	'LYPLA2'	-6	3	-2	3	-3	2	0.2908794257
'54819_at'	'ZCCHC10'	11	8	7	3	9	16	0.2908847113
'7733_at'	'ZNF180'	15	-4	11	16	13	13	0.2909250718
'2120_at'	'ETV6'	15	17	13	5	7	16	0.290994428
'80008_at'	'TMEM156'	-1	12	-5	0	10	4	0.2911732575
'1735_at'	'DIO3'	1	-2	-3	8	10	16	0.2912895373
'8372_at'	'HYAL3'	13	9	-6	0	-5	-2	0.2913192523
'10093_at'	'ARPC4'	14	-3	17	8	5	0	0.2913285938
'152559_at'	'PAQR3'	4	13	8	4	6	1	0.2913430592
'3053_at'	'SERPIND1'	1	5	11	-3	7	-2	0.2913935009
'4982_at'	'TNFRSF11B'	1	-5	-1	1	5	-4	0.2914109487
'23598_at'	'PATZ1'	1	1	5	2	-2	7	0.2914494503
'7596_at'	'ZNF45'	12	-6	1	12	11	12	0.2915218887
'6439_at'	'SFTPB'	11	4	15	10	4	17	0.2915269246
'1340_at'	'COX6B1'	-5	-2	9	-6	-1	-3	0.2915652999
'9019_at'	'MPZL1'	17	12	9	5	6	2	0.2915663983
'22845_at'	'DOLK'	15	12	-4	6	-1	10	0.2917323757
'8514_at'	'KCNAB2'	15	-5	-5	11	-1	7	0.2917463808
'2817_at'	'GPC1'	9	7	-4	5	1	-4	0.2918248746
'8906_at'	'AP1G2'	-6	8	0	1	6	4	0.2918597121
'5433_at'	'POLR2D'	3	-5	-1	10	7	-1	0.2918890503
'28985_at'	'MCTS1'	-1	2	9	-6	4	16	0.2918960156
'57178_at'	'ZMIZ1'	13	8	8	7	15	1	0.2919306265
'28815_at'	'IGLV2-14'	15	0	14	-2	5	13	0.291960383
'7178_at'	'TPT1'	-1	16	2	-2	4	-3	0.2919764614
'57171_at'	'DOLPP1'	4	3	3	15	-5	2	0.2919989059
'126208_at'	'ZNF787'	-4	9	14	-1	15	14	0.2920394347
'9282_at'	'MED14'	4	-2	0	8	6	9	0.2921114766
'249_at'	'ALPL'	17	-3	-5	4	8	-5	0.2921310976
'3007_at'	'HIST1H1D'	3	7	0	3	-2	-3	0.2921533269
'64180_at'	'DPEP3'	14	11	-1	-5	8	-2	0.2921645556
'716_at'	'C1S'	1	5	17	4	5	2	0.2921985026
'28973_at'	'MRPS18B'	6	-1	11	11	7	3	0.2922440267
'6386_at'	'SDCBP'	-3	14	-2	3	7	0	0.292256722
'5077_at'	'PAX3'	5	15	-2	-2	5	-2	0.2922571093
'56996_at'	'SLC12A9'	6	-4	-3	4	-2	15	0.2923103758
'51389_at'	'RWDD1'	6	-3	1	-2	-5	0	0.2923162069
'9468_at'	'PCYT1B'	16	1	-2	10	10	11	0.2923487707
'2902_at'	'GRIN1'	15	-5	-3	3	-3	11	0.2924132451
'116986_at'	'AGAP2'	15	13	13	11	-6	-6	0.2925272001
'5973_at'	'RENBP'	-6	2	-4	1	11	12	0.2925410918
'153_at'	'ADRB1'	11	15	14	-5	-1	-5	0.2925980256
'9670_at'	'IPO13'	12	-3	-4	-5	-3	0	0.2926019552
'9249_at'	'DHRS3'	16	16	-3	13	13	-4	0.2926715365
'57538_at'	'ALPK3'	5	3	-2	10	16	17	0.2927576275
'9024_at'	'BRSK2'	17	-1	-2	6	-2	10	0.2927687233
'2765_at'	'GML'	-3	0	8	7	-2	8	0.2927912412
'2885_at'	'GRB2'	-6	-4	7	12	8	2	0.2928107267
'1687_at'	'DFNA5'	0	1	15	5	4	3	0.292814989
'10201_at'	'NME6'	13	5	9	-5	-4	13	0.2928859886
'80019_at'	'UBTD1'	16	16	-5	6	10	-4	0.2930001383
'22875_at'	'ENPP4'	5	-6	1	7	-1	10	0.2930672408
'7033_at'	'TFF3'	1	3	4	9	0	1	0.2931791108
'23556_at'	'PIGN'	12	-4	7	-5	14	14	0.2931836469
'1029_at'	'CDKN2A'	9	2	0	12	5	0	0.2932566874
'51513_at'	'ETV7'	15	9	-5	0	14	8	0.2933099956
'79879_at'	'CCDC134'	6	-2	-3	-5	-6	-2	0.2933302745
'8891_at'	'EIF2B3'	11	9	7	8	13	12	0.293374454
'9530_at'	'BAG4'	-4	0	4	12	4	9	0.2933883647
'29789_at'	'OLA1'	4	8	10	-3	-5	4	0.2934264514
'64211_at'	'LHX5'	7	15	-3	-1	-5	15	0.2934526387
'3092_at'	'HIP1'	11	-4	0	14	-5	10	0.2934822801
'6948_at'	'TCN2'	15	8	9	16	14	11	0.2934846224
'8745_at'	'ADAM23'	-5	-3	-3	16	15	-3	0.2935552079
'1050_at'	'CEBPA'	15	8	5	10	-5	-3	0.2936201722
'90993_at'	'CREB3L1'	16	7	17	11	-2	16	0.2936326338
'5879_at'	'RAC1'	7	4	0	2	-5	9	0.2936695397
'9351_at'	'SLC9A3R2'	9	13	12	9	7	9	0.2936938393
'7903_at'	'ST8SIA4'	13	11	-1	5	-5	7	0.2938090919
'963_at'	'CD53'	4	0	4	6	-2	3	0.2938096438
'79230_at'	'ZNF557'	7	3	11	16	7	3	0.2939726066
'23098_at'	'SARM1'	16	7	12	-4	-6	3	0.2940181047
'79003_at'	'MIS12'	4	3	4	-1	6	1	0.2940259875
'9590_at'	'AKAP12'	-2	5	-1	-2	-1	0	0.2940998589
'8398_at'	'PLA2G6'	11	4	5	11	10	0	0.2941139036
'5257_at'	'PHKB'	15	15	-6	-3	10	11	0.2941149247
'7754_at'	'ZNF204P'	-5	14	11	-2	0	-2	0.2941856773
'971_at'	'CD72'	17	8	-4	5	5	12	0.2942177931
'54885_at'	'TBC1D8B'	10	-2	9	-3	9	9	0.2942605653
'9361_at'	'LONP1'	-4	-3	-6	0	4	-6	0.2942835391
'29948_at'	'OSGIN1'	-4	2	-5	8	-4	12	0.2942836106
'213_at'	'ALB'	2	3	0	7	6	9	0.2943014903
'5319_at'	'PLA2G1B'	-4	0	-2	11	10	12	0.2943237923
'7813_at'	'EVI5'	7	15	11	6	8	-1	0.2943795432
'9939_at'	'RBM8A'	-4	14	-4	16	-4	11	0.2944162943
'708_at'	'C1QBP'	-4	15	10	-5	9	-3	0.2944268079
'5538_at'	'PPT1'	-2	8	16	-6	14	7	0.2945151726
'116985_at'	'ARAP1'	17	14	16	-5	16	17	0.2945169871
'23237_at'	'ARC'	-6	6	3	10	-1	-5	0.2945485193
'51299_at'	'NRN1'	17	11	12	11	15	17	0.2945521093
'9188_at'	'DDX21'	3	5	12	1	3	5	0.2946474919
'80279_at'	'CDK5RAP3'	-6	-6	10	-3	-6	12	0.2947166704
'55209_at'	'SETD5'	4	9	3	7	-3	-4	0.2947337439
'54929_at'	'TMEM161A'	11	2	9	5	5	-3	0.2948109299
'1188_at'	'CLCNKB'	-3	17	-4	12	16	-2	0.2948435895
'2044_at'	'EPHA5'	5	0	-4	6	8	7	0.2949035459
'26476_at'	'OR10J1'	14	-1	-6	-4	-1	9	0.2949139599
'9698_at'	'PUM1'	4	17	17	8	15	8	0.2949159395
'3101_at'	'HK3'	17	15	8	0	0	11	0.2949294563
'26206_at'	'SPAG8'	13	11	-5	15	5	14	0.2949579811
'4589_at'	'MUC7'	13	6	-3	0	3	12	0.294976472
'1114_at'	'CHGB'	12	12	11	17	-4	17	0.2949898432
'10446_at'	'LRRN2'	14	8	2	6	-6	14	0.2950487308
'7353_at'	'UFD1L'	2	-5	15	4	14	11	0.295058118
'25842_at'	'ASF1A'	10	14	-1	16	14	-6	0.2951005236
'22986_at'	'SORCS3'	4	-4	6	7	15	17	0.2951213394
'4488_at'	'MSX2'	5	-5	0	-2	-5	15	0.295156575
'9467_at'	'SH3BP5'	6	-2	1	0	-6	5	0.2951836257
'9508_at'	'ADAMTS3'	-1	-5	9	12	4	11	0.2952428509
'10285_at'	'SMNDC1'	-1	-4	1	-1	-2	15	0.2952680461
'4291_at'	'MLF1'	14	12	8	15	6	-3	0.2952923524
'10309_at'	'CCNO'	6	-2	15	9	4	-3	0.2953360621
'343069_at'	'HNRNPCL1'	13	-2	-6	10	12	14	0.2953636805
'417_at'	'ART1'	16	10	-3	11	-6	11	0.2953839573
'2581_at'	'GALC'	8	-1	13	-2	6	5	0.2953956854
'54997_at'	'TESC'	5	5	8	6	11	0	0.2954086449
'23102_at'	'TBC1D2B'	-3	6	6	4	9	-2	0.2954147055
'79664_at'	'NARG2'	6	11	-4	-4	9	1	0.295427326
'148_at'	'ADRA1A'	15	9	-2	17	10	16	0.2954795029
'8536_at'	'CAMK1'	-3	-5	10	11	1	-3	0.2955161556
'9837_at'	'GINS1'	2	-3	4	9	10	-4	0.2955207342
'23677_at'	'SH3BP4'	8	-5	10	10	8	-1	0.295532792
'10155_at'	'TRIM28'	-3	2	9	2	-1	-4	0.2955645848
'4297_at'	'MLL'	-4	1	-3	12	11	-3	0.2956195607
'23765_at'	'IL17RA'	-2	17	17	6	15	-5	0.2956447663
'8476_at'	'CDC42BPA'	11	12	16	2	15	-2	0.2956747257
'64386_at'	'MMP25'	-6	-5	9	7	12	-4	0.2956918884
'9938_at'	'ARHGAP25'	15	-5	-4	17	12	17	0.2958015501
'1352_at'	'COX10'	4	7	7	17	9	7	0.2958743038
'873_at'	'CBR1'	16	-4	-5	-5	13	3	0.2958835306
'64718_at'	'UNKL'	10	2	12	9	14	13	0.2959246175
'199731_at'	'CADM4'	9	-4	-1	0	10	4	0.2959399653
'1385_at'	'CREB1'	15	-5	0	14	13	12	0.2959414435
'23132_at'	'RAD54L2'	14	-3	-5	6	14	9	0.2959857584
'79723_at'	'SUV39H2'	2	-1	11	16	6	1	0.2960079638
'7136_at'	'TNNI2'	-5	2	-4	10	2	15	0.2960384342
'4298_at'	'MLLT1'	-5	7	-2	-6	3	14	0.2960853282
'60_at'	'ACTB'	0	-2	-2	5	-1	3	0.2961786558
'84864_at'	'MINA'	6	16	10	-4	8	7	0.2962659183
'26010_at'	'SPATS2L'	11	16	-2	-4	1	-3	0.2962779658
'51642_at'	'MRPL48'	-4	-4	-6	-4	-1	-1	0.2962993408
'10161_at'	'LPAR6'	16	17	5	11	14	11	0.2964777579
'4282_at'	'MIF'	-6	-2	10	-4	15	-3	0.2965117258
'23466_at'	'CBX6'	15	11	-5	11	5	-5	0.2966539954
'79954_at'	'NOL10'	15	4	-5	2	12	-5	0.2966679117
'23376_at'	'KIAA0776'	5	14	5	-1	14	7	0.2966838083
'51118_at'	'UTP11L'	17	-1	6	-6	0	-6	0.2966963743
'1609_at'	'DGKQ'	11	9	10	12	9	0	0.2968416018
'23266_at'	'LPHN2'	0	2	11	1	0	13	0.2968541651
'10134_at'	'BCAP31'	0	8	5	5	8	-2	0.2968975068
'6662_at'	'SOX9'	5	17	3	12	16	-1	0.2969734423
'3827_at'	'KNG1'	13	7	-6	11	2	16	0.2970045103
'7597_at'	'ZBTB25'	-6	4	17	-2	-1	8	0.2970094981
'79731_at'	'NARS2'	14	12	12	-5	10	14	0.2970241934
'23107_at'	'MRPS27'	2	5	2	-6	8	3	0.2970390166
'6017_at'	'RLBP1'	-5	-4	10	11	0	-3	0.2970433507
'515_at'	'ATP5F1'	1	-2	4	-5	16	16	0.2971083765
'5764_at'	'PTN'	13	14	16	15	15	-6	0.297233332
'2346_at'	'FOLH1'	9	-5	-5	-3	-5	11	0.2972361911
'8027_at'	'STAM'	6	14	2	-1	0	17	0.2972879628
'5160_at'	'PDHA1'	14	15	14	-2	12	14	0.2973071209
'8945_at'	'BTRC'	6	-3	-1	13	-6	5	0.2973151132
'8941_at'	'CDK5R2'	5	8	10	5	9	-5	0.2973234017
'8434_at'	'RECK'	5	17	2	1	1	10	0.2973631399
'79140_at'	'CCDC28B'	14	-2	11	-4	2	7	0.297375142
'79840_at'	'NHEJ1'	6	-3	-6	1	8	5	0.2974902311
'8720_at'	'MBTPS1'	4	-3	-5	11	-2	0	0.2975337281
'664_at'	'BNIP3'	-1	-3	1	-2	-6	-1	0.2975570874
'56157_at'	'TEX13A'	-6	14	-5	12	3	6	0.2975691652
'10466_at'	'COG5'	-1	2	12	9	17	6	0.2975831326
'640_at'	'BLK'	-5	9	-3	1	7	16	0.2976356876
'2845_at'	'GPR22'	3	2	15	11	17	11	0.2976578397
'7988_at'	'ZNF212'	9	-5	5	9	12	12	0.2977307931
'3749_at'	'KCNC4'	-6	-2	16	3	-1	-2	0.2977621648
'3588_at'	'IL10RB'	8	8	-1	1	6	15	0.2977816834
'7278_at'	'TUBA3C'	12	2	2	3	-5	6	0.2977891355
