'Probe'	'Symbol'	'acg'	'dlpfc'	'cb'	'amy'	'hc'	'nacc'	'new-mean-6'
'412_at'	'STS'	-4	9	16	0	2	15	0.297793305
'10274_at'	'STAG1'	-1	-6	-6	14	13	-4	0.2978726336
'4998_at'	'ORC1L'	17	-1	11	17	10	15	0.2978736317
'4722_at'	'NDUFS3'	16	9	0	16	13	8	0.2978808938
'56143_at'	'PCDHA5'	-2	-4	7	7	-3	13	0.2978956512
'199870_at'	'FAM76A'	9	-1	9	-2	10	-4	0.297934035
'364_at'	'AQP7'	3	-6	8	1	16	14	0.2980943275
'390_at'	'RND3'	-3	7	12	14	10	16	0.2981815427
'23306_at'	'TMEM194A'	1	-4	6	-6	14	7	0.2982044966
'10406_at'	'WFDC2'	11	0	0	11	4	10	0.298208092
'51302_at'	'CYP39A1'	12	14	4	-3	6	17	0.2982392034
'22839_at'	'DLGAP4'	-5	10	-6	12	-2	13	0.2982442721
'26511_at'	'CHIC2'	2	15	5	1	12	2	0.298248134
'55005_at'	'RMND1'	1	-1	2	15	13	1	0.2982767231
'79608_at'	'RIC3'	4	-4	14	6	14	11	0.2983126314
'6772_at'	'STAT1'	-2	-5	0	10	12	-6	0.298348693
'10681_at'	'GNB5'	6	-1	6	2	9	6	0.2983536291
'26276_at'	'VPS33B'	7	6	0	6	-1	1	0.2983855161
'10572_at'	'SIVA1'	4	14	-1	15	9	-6	0.2984070145
'7580_at'	'ZNF32'	-2	-2	14	16	7	0	0.2984958416
'389_at'	'RHOC'	0	-3	14	1	15	-1	0.2985118046
'284021_at'	'C17orf60'	2	10	-1	8	-1	11	0.298541698
'65990_at'	'FAM173A'	13	16	5	8	16	10	0.298580267
'105_at'	'ADARB2'	13	-5	-6	-3	-1	5	0.2985960087
'1774_at'	'DNASE1L1'	-4	1	8	-3	8	5	0.2986446082
'56683_at'	'C21orf59'	14	9	9	6	9	11	0.2987108408
'29965_at'	'C16orf5'	-6	14	-5	-3	-5	17	0.298715327
'29774_at'	'POM121L9P'	-4	7	5	0	8	0	0.2987181932
'9311_at'	'ACCN3'	12	10	-5	4	4	3	0.298859744
'55272_at'	'IMP3'	4	1	7	-4	9	17	0.298930608
'79768_at'	'C15orf29'	9	13	17	0	13	9	0.2990045311
'6604_at'	'SMARCD3'	15	4	15	5	11	-6	0.2990121455
'2323_at'	'FLT3LG'	6	-1	-2	14	1	12	0.2990615747
'60529_at'	'ALX4'	6	-6	0	9	-6	17	0.2991216957
'378_at'	'ARF4'	1	17	8	-2	16	-3	0.2991647271
'6169_at'	'RPL38'	15	-5	9	16	13	-3	0.299249078
'5613_at'	'PRKX'	-5	12	-4	11	3	7	0.2992761214
'7584_at'	'ZNF35'	10	7	-1	17	7	3	0.2993434867
'3775_at'	'KCNK1'	8	11	10	9	9	4	0.299386533
'51287_at'	'CHCHD8'	-1	17	6	-4	14	16	0.2993961917
'29990_at'	'PILRB'	7	7	15	-1	4	10	0.2994128565
'30000_at'	'TNPO2'	16	-3	-6	10	10	14	0.2994406307
'55567_at'	'DNAH3'	12	9	15	11	10	8	0.2994890636
'8187_at'	'ZNF239'	14	2	9	9	17	7	0.2995445641
'26135_at'	'SERBP1'	-3	17	3	-2	9	2	0.299560786
'27185_at'	'DISC1'	13	7	-6	16	11	4	0.299592901
'134_at'	'ADORA1'	11	13	16	9	17	16	0.299609877
'10171_at'	'RCL1'	7	-1	6	15	10	4	0.2996272388
'166_at'	'AES'	17	8	-3	4	2	-3	0.2996781008
'1908_at'	'EDN3'	16	5	-6	9	14	13	0.2997537312
'55624_at'	'POMGNT1'	8	-4	-3	4	9	14	0.2997565766
'10426_at'	'TUBGCP3'	3	-6	3	1	7	0	0.2998838218
'486_at'	'FXYD2'	1	-6	15	3	3	13	0.2999707972
'55009_at'	'C19orf24'	5	4	13	17	12	-4	0.2999988464
'1347_at'	'COX7A2'	12	8	7	-5	9	1	0.3000260609
'11118_at'	'BTN3A2'	-5	16	11	9	11	15	0.3000578103
'10320_at'	'IKZF1'	15	4	7	11	7	16	0.3001118235
'221_at'	'ALDH3B1'	-5	8	-5	14	5	11	0.3002594079
'11187_at'	'PKP3'	10	-3	4	10	6	17	0.3002863657
'57045_at'	'TWSG1'	5	13	8	12	10	6	0.3003193149
'29080_at'	'CCDC59'	9	16	8	9	9	10	0.3003746663
'55040_at'	'EPN3'	1	13	15	-5	3	10	0.3003921279
'114034_at'	'TOE1'	13	-3	9	-3	11	11	0.3004110925
'5241_at'	'PGR'	-6	-6	8	17	14	-4	0.3004194093
'80223_at'	'RAB11FIP1'	-1	13	10	10	4	13	0.3004479337
'8798_at'	'DYRK4'	17	-1	5	-2	2	13	0.3004629681
'4901_at'	'NRL'	-6	-2	-3	14	-3	-4	0.3004887504
'23479_at'	'ISCU'	-2	11	6	-3	17	-1	0.3006074697
'8576_at'	'STK16'	-5	0	9	-4	1	10	0.3006184909
'23170_at'	'TTLL12'	5	7	1	4	9	-3	0.3006561409
'4714_at'	'NDUFB8'	16	6	9	11	15	12	0.300701243
'29088_at'	'MRPL15'	3	3	9	-5	4	3	0.3007158833
'7403_at'	'KDM6A'	12	16	2	16	13	16	0.3007709451
'4641_at'	'MYO1C'	-6	3	-4	11	0	9	0.3007818899
'4221_at'	'MEN1'	17	-2	-5	-4	-2	0	0.3008018257
'5499_at'	'PPP1CA'	-6	-3	9	14	-6	-2	0.3008666915
'80217_at'	'C10orf79'	-6	15	0	17	3	5	0.3008884663
'22827_at'	'PUF60'	10	17	8	-6	15	12	0.300894636
'80775_at'	'TMEM177'	3	16	2	-2	15	4	0.3009940624
'5321_at'	'PLA2G4A'	6	7	-4	1	8	2	0.3010420837
'3422_at'	'IDI1'	4	0	7	-1	-4	7	0.3010643099
'10563_at'	'CXCL13'	-3	-6	-1	-2	-4	9	0.3010684274
'22933_at'	'SIRT2'	14	-3	0	-1	1	14	0.3010809555
'64127_at'	'NOD2'	17	17	8	5	-2	-6	0.3011437712
'4588_at'	'MUC6'	-6	13	17	-1	7	12	0.3012307405
'63923_at'	'TNN'	-6	4	15	7	13	4	0.3012754207
'63933_at'	'CCDC90A'	5	2	8	2	5	4	0.3013261393
'2649_at'	'NR6A1'	-4	5	-1	10	1	10	0.3013287203
'10578_at'	'GNLY'	6	14	-1	1	-2	-2	0.3014411395
'147339_at'	'C18orf25'	17	-5	12	4	1	6	0.3014528311
'79072_at'	'FASTKD3'	6	3	7	2	7	8	0.3014872389
'27440_at'	'CECR5'	1	-5	2	3	6	0	0.3014883851
'57142_at'	'RTN4'	17	-6	15	-5	-3	-4	0.3015715397
'3904_at'	'LAIR2'	6	-3	1	10	0	-3	0.3016479439
'63924_at'	'CIDEC'	13	-5	-5	10	11	11	0.3017009057
'23788_at'	'MTCH2'	-1	5	7	9	-6	4	0.3017099538
'5682_at'	'PSMA1'	-4	0	2	-2	12	5	0.3017289652
'10645_at'	'CAMKK2'	-2	5	-1	10	7	6	0.3017717723
'1022_at'	'CDK7'	3	-6	4	-6	12	3	0.3018140534
'7644_at'	'ZNF91'	15	14	2	11	17	-3	0.3018228828
'1981_at'	'EIF4G1'	14	11	-1	5	-1	3	0.3018474841
'223_at'	'ALDH9A1'	0	16	-2	-5	15	15	0.3018877072
'57576_at'	'KIF17'	-5	-4	17	12	3	-5	0.3019164295
'30820_at'	'KCNIP1'	17	-3	7	-6	12	-6	0.3019278134
'65110_at'	'UPF3A'	9	1	1	-2	5	8	0.3020483027
'55818_at'	'KDM3A'	6	14	5	14	16	16	0.3020542462
'3772_at'	'KCNJ15'	16	1	16	11	4	3	0.3020829726
'57586_at'	'SYT13'	15	6	5	4	14	10	0.3021074234
'23595_at'	'ORC3L'	11	13	1	-6	17	13	0.3021260403
'5211_at'	'PFKL'	13	0	-2	-1	4	-3	0.3021594395
'10231_at'	'RCAN2'	13	8	9	1	8	10	0.3021782158
'65057_at'	'ACD'	-4	4	5	11	2	11	0.3022395129
'9976_at'	'CLEC2B'	-5	9	9	0	1	2	0.3023092947
'23304_at'	'UBR2'	8	16	-3	3	7	6	0.3023139179
'113878_at'	'DTX2'	16	10	-6	14	3	-6	0.3023771545
'79442_at'	'LRRC2'	0	-6	-6	6	1	-6	0.3023964325
'755_at'	'C21orf2'	17	11	17	2	11	15	0.3023995857
'10735_at'	'STAG2'	7	15	12	14	11	7	0.3024243724
'199_at'	'AIF1'	-6	3	2	7	14	9	0.3024407404
'3678_at'	'ITGA5'	17	0	17	-6	2	-5	0.3025781297
'1859_at'	'DYRK1A'	1	17	5	7	-5	7	0.3025895726
'171558_at'	'PTCRA'	-3	-4	-4	9	13	15	0.3026667
'168544_at'	'ZNF467'	-6	-1	-2	-5	8	-6	0.3027008124
'8987_at'	'STBD1'	3	7	17	-2	3	-2	0.3027489297
'3446_at'	'IFNA10'	-2	-6	6	14	-5	11	0.3027499086
'3164_at'	'NR4A1'	0	5	13	3	-1	17	0.3028309945
'23670_at'	'TMEM2'	8	7	-1	8	13	0	0.3028653571
'254531_at'	'LPCAT4'	11	-4	14	1	17	0	0.3029425203
'55916_at'	'NXT2'	0	17	2	17	15	4	0.3029483097
'4942_at'	'OAT'	9	11	14	0	13	8	0.3029496795
'54854_at'	'FAM83E'	11	5	10	-3	7	16	0.3029932969
'2637_at'	'GBX2'	14	7	-3	-3	5	8	0.3030027831
'116138_at'	'KLHDC3'	-4	4	-1	8	3	0	0.3030584146
'9659_at'	'PDE4DIP'	9	17	1	11	10	0	0.3030964801
'473_at'	'RERE'	11	14	-1	10	0	-2	0.3031978534
'26011_at'	'ODZ4'	17	9	5	6	-6	12	0.303249754
'51232_at'	'CRIM1'	1	12	11	6	10	-5	0.3032762439
'973_at'	'CD79A'	-6	-2	14	1	13	11	0.3032794144
'1849_at'	'DUSP7'	15	6	6	9	-3	15	0.3033108245
'94134_at'	'ARHGAP12'	1	17	-1	-2	-1	17	0.3033773246
'2135_at'	'EXTL2'	-2	7	14	0	5	6	0.303537592
'22978_at'	'NT5C2'	-1	16	-2	-3	6	-3	0.303599712
'3589_at'	'IL11'	0	3	5	-5	2	9	0.3036261629
'5929_at'	'RBBP5'	4	-1	14	7	9	-6	0.3036342136
'6854_at'	'SYN2'	13	-1	14	12	3	3	0.3036640084
'51616_at'	'TAF9B'	4	-4	10	17	9	1	0.3036703176
'2968_at'	'GTF2H4'	-2	14	16	11	14	13	0.3037446803
'3736_at'	'KCNA1'	15	-5	8	11	-6	-4	0.3037644156
'79153_at'	'GDPD3'	3	11	17	-1	15	7	0.3037857869
'4345_at'	'CD200'	16	9	13	-2	15	13	0.3037916451
'54626_at'	'HES2'	7	10	-1	8	8	16	0.3038104679
'11094_at'	'C9orf7'	13	3	-1	16	-1	-6	0.3038309303
'6938_at'	'TCF12'	9	16	6	-6	15	12	0.3038620808
'2244_at'	'FGB'	16	3	4	8	7	7	0.3038877909
'2517_at'	'FUCA1'	4	8	-6	4	4	5	0.303905588
'4232_at'	'MEST'	7	9	16	5	10	15	0.3039513558
'10159_at'	'ATP6AP2'	16	13	-3	6	0	13	0.3039612467
'3211_at'	'HOXB1'	-5	15	10	5	10	13	0.3039916575
'6676_at'	'SPAG4'	4	1	-4	-5	3	0	0.3040026859
'54762_at'	'GRAMD1C'	-1	17	4	-5	14	15	0.3040191203
'2702_at'	'GJA5'	2	15	1	8	8	4	0.3040285433
'3376_at'	'IARS'	11	13	-3	-5	-6	1	0.304033648
'51164_at'	'DCTN4'	5	-4	-1	14	-4	-6	0.3040891515
'83451_at'	'ABHD11'	10	8	3	11	8	-6	0.3042644714
'1390_at'	'CREM'	-3	-5	10	-1	-4	-3	0.3042673504
'23111_at'	'SPG20'	11	15	0	-5	12	-5	0.3043107433
'26_at'	'ABP1'	-5	8	5	-2	5	9	0.3043195704
'55061_at'	'SUSD4'	16	5	-3	17	-4	8	0.3043209263
'85352_at'	'KIAA1644'	16	10	8	10	5	12	0.3043811042
'7508_at'	'XPC'	8	7	3	4	11	9	0.3043825687
'64080_at'	'RBKS'	8	14	6	-3	8	2	0.3043958494
'7776_at'	'ZNF236'	7	17	1	5	11	0	0.3044333738
'79037_at'	'PVRIG'	15	-1	-4	9	-4	5	0.3044356237
'550_at'	'AUP1'	-4	12	-4	-3	-2	14	0.304469768
'8838_at'	'WISP3'	1	6	8	11	7	6	0.3045099981
'57369_at'	'GJD2'	-6	4	4	17	-2	10	0.3045763162
'56729_at'	'RETN'	7	2	15	11	-3	7	0.3047150343
'6785_at'	'ELOVL4'	6	10	4	-1	7	11	0.3047915229
'51728_at'	'POLR3K'	10	-1	6	-5	9	-2	0.3047982021
'6742_at'	'SSBP1'	6	15	7	15	13	-5	0.3048024281
'8303_at'	'SNN'	12	1	0	14	17	0	0.3048119162
'6755_at'	'SSTR5'	1	10	-2	17	4	12	0.3048859174
'4828_at'	'NMB'	7	-2	8	11	16	14	0.3049401398
'55278_at'	'QRSL1'	-1	-2	-6	-6	1	17	0.3049571261
'54904_at'	'WHSC1L1'	5	1	5	16	-3	9	0.3049688133
'2302_at'	'FOXJ1'	8	6	16	11	2	8	0.3050065578
'3568_at'	'IL5RA'	13	-6	-4	11	8	10	0.3050969656
'2559_at'	'GABRA6'	17	1	3	16	-2	2	0.3051552084
'6491_at'	'STIL'	15	12	5	6	1	15	0.3051731786
'3626_at'	'INHBC'	14	4	-2	11	-6	8	0.3051738461
'64419_at'	'MTMR14'	10	7	14	13	10	17	0.3051793465
'2537_at'	'IFI6'	-4	-3	9	8	10	-3	0.3052165321
'9770_at'	'RASSF2'	10	-3	-2	-1	2	12	0.3052284217
'25799_at'	'ZNF324'	-5	9	-1	2	6	8	0.3052467993
'6667_at'	'SP1'	-6	13	16	5	-1	1	0.3052685502
'28639_at'	'TRBC1'	-5	-2	3	14	-4	16	0.3052787178
'80067_at'	'DCAF17'	-6	-2	0	1	-1	7	0.305396369
'4968_at'	'OGG1'	10	12	1	9	13	-5	0.3054038573
'4478_at'	'MSN'	1	7	0	4	5	6	0.3054365795
'29903_at'	'CCDC106'	9	13	12	3	9	16	0.3054548376
'4010_at'	'LMX1B'	-4	-6	17	17	11	14	0.305456913
'57105_at'	'CYSLTR2'	-4	8	-6	8	7	17	0.3054769711
'54916_at'	'C14orf101'	11	11	17	-6	12	10	0.3054917501
'3293_at'	'HSD17B3'	1	-2	4	0	8	-5	0.3054950351
'2769_at'	'GNA15'	0	3	4	4	4	11	0.3054973181
'6683_at'	'SPAST'	3	-4	5	-5	15	17	0.3055422516
'9497_at'	'SLC4A7'	-5	-4	7	8	5	4	0.3056245351
'55207_at'	'ARL8B'	4	9	6	3	17	5	0.3056424595
'79624_at'	'C6orf211'	-1	16	1	7	6	5	0.3057112897
'3868_at'	'KRT16'	10	10	-2	-6	13	-5	0.305751827
'11198_at'	'SUPT16H'	3	1	6	5	7	12	0.3057651259
'8681_at'	'JMJD7-PLA2G4B'	7	17	12	8	-3	12	0.3057808611
'79671_at'	'NLRX1'	14	13	8	4	5	8	0.3058322316
'51493_at'	'C22orf28'	-1	0	-2	-3	-1	4	0.305897378
'11156_at'	'PTP4A3'	0	0	15	0	4	0	0.3059421793
'1284_at'	'COL4A2'	-1	3	14	1	-3	-3	0.3059497628
'11216_at'	'AKAP10'	7	-4	9	-6	5	-1	0.3059993512
'10261_at'	'IGSF6'	15	11	-1	11	14	12	0.3060349635
'64754_at'	'SMYD3'	-5	-5	12	-5	-3	1	0.3060362049
'5481_at'	'PPID'	4	10	8	-1	10	10	0.3060600048
'4756_at'	'NEO1'	11	-4	10	7	-4	17	0.3060679067
'25984_at'	'KRT23'	16	7	10	12	9	11	0.3060867925
'514_at'	'ATP5E'	15	17	12	-5	15	-6	0.3061002912
'23036_at'	'ZNF292'	4	12	-2	9	12	7	0.3061553443
'5251_at'	'PHEX'	1	13	15	-3	8	5	0.3062367648
'3682_at'	'ITGAE'	2	0	4	-5	-2	5	0.3062518355
'10168_at'	'ZNF197'	7	3	-2	-4	0	-4	0.3063139325
'5728_at'	'PTEN'	-5	16	-6	-4	11	-6	0.3063770683
'7517_at'	'XRCC3'	9	3	10	-4	-2	8	0.3063873896
'64943_at'	'NT5DC2'	5	8	10	1	-1	9	0.3064303766
'11018_at'	'TMED1'	5	-1	10	2	9	-1	0.3064383968
'113251_at'	'LARP4'	4	-5	5	0	4	9	0.3064650782
'79930_at'	'DOK3'	14	13	11	7	8	5	0.3064715363
'5662_at'	'PSD'	17	11	-5	9	2	15	0.3065004412
'26048_at'	'ZNF500'	9	3	-6	10	-5	8	0.3065141708
'29109_at'	'FHOD1'	16	4	-6	6	4	9	0.3065449153
'3357_at'	'HTR2B'	14	17	16	12	9	14	0.3065816661
'668_at'	'FOXL2'	15	6	0	11	-4	-5	0.3066492367
'9969_at'	'MED13'	-1	15	-1	5	13	17	0.3066568981
'65123_at'	'INTS3'	10	-3	-4	3	-3	16	0.3066618705
'6760_at'	'SS18'	15	15	0	14	9	-6	0.3067221948
'7164_at'	'TPD52L1'	14	14	17	15	12	-4	0.3067800065
'9127_at'	'P2RX6'	-4	9	14	11	4	4	0.3067944917
'6018_at'	'RLF'	2	-3	5	6	1	7	0.3068055053
'51022_at'	'GLRX2'	-5	-4	10	-3	-1	-4	0.3068240062
'4361_at'	'MRE11A'	13	7	5	14	3	-4	0.3068252588
'8985_at'	'PLOD3'	-4	-2	-1	2	-1	15	0.3068408986
'95_at'	'ACY1'	6	5	3	11	7	9	0.3068437558
'10393_at'	'ANAPC10'	-3	-4	-6	-2	7	-5	0.3068794995
'10038_at'	'PARP2'	8	9	2	16	5	6	0.3068880763
'881_at'	'CCIN'	15	4	7	12	16	6	0.306988231
'51555_at'	'PEX5L'	6	-5	6	-5	15	-5	0.3070264579
'3485_at'	'IGFBP2'	-6	15	17	11	4	16	0.3070270945
'4099_at'	'MAG'	9	-4	-5	-3	-2	8	0.3070333557
'7936_at'	'RDBP'	-4	1	1	-3	3	-2	0.3070494769
'9079_at'	'LDB2'	-4	16	10	10	-1	-3	0.3071651907
'10544_at'	'PROCR'	9	10	8	-5	5	15	0.3072405039
'56260_at'	'C8orf44'	8	10	17	9	12	11	0.3072855133
'51520_at'	'LARS'	2	0	10	14	9	6	0.3072986377
'4007_at'	'PRICKLE3'	4	16	0	8	3	14	0.3073597931
'4085_at'	'MAD2L1'	0	0	9	-2	9	3	0.3073832518
'3009_at'	'HIST1H1B'	-2	14	-2	-2	4	12	0.3074389416
'4886_at'	'NPY1R'	6	15	9	9	6	3	0.3074962804
'60496_at'	'AASDHPPT'	9	13	16	11	11	10	0.3075924955
'7044_at'	'LEFTY2'	2	-4	8	9	2	-3	0.307603676
'23288_at'	'IQCE'	-6	10	10	8	2	11	0.3076077005
'56978_at'	'PRDM8'	1	2	-3	4	9	10	0.3076138825
'10762_at'	'NUP50'	2	1	-1	17	-1	17	0.3076293428
'6622_at'	'SNCA'	13	-2	-5	11	-4	0	0.3077071964
'27074_at'	'LAMP3'	-6	-4	6	1	12	0	0.3077329971
'10859_at'	'LILRB1'	-4	4	1	14	-2	-3	0.3077598998
'10193_at'	'RNF41'	-2	-2	-3	13	0	0	0.3077693963
'56616_at'	'DIABLO'	9	-3	6	0	13	-6	0.3078137386
'29915_at'	'HCFC2'	9	2	-2	-5	6	2	0.3078451218
'5616_at'	'PRKY'	8	5	8	-1	-6	4	0.3079007093
'6332_at'	'SCN7A'	16	-6	-2	-1	4	-6	0.307967261
'51170_at'	'HSD17B11'	-5	16	-5	16	8	17	0.3079874193
'2983_at'	'GUCY1B3'	8	9	15	-5	14	14	0.3079931604
'7752_at'	'ZNF200'	6	-4	5	-2	10	-1	0.3080220004
'79675_at'	'FASTKD1'	17	11	0	7	8	12	0.3080360313
'60558_at'	'GUF1'	5	-1	6	-5	5	3	0.3080598618
'55858_at'	'TMEM165'	10	-6	14	-3	-4	-4	0.3080726933
'2108_at'	'ETFA'	-2	15	17	-6	11	5	0.3080748275
'2624_at'	'GATA2'	10	7	9	3	-1	-5	0.3080772697
'26155_at'	'NOC2L'	6	17	12	1	10	7	0.3080934541
'28670_at'	'TRAV13-2'	-1	-3	-4	0	4	-1	0.3080981074
'5441_at'	'POLR2L'	-3	-2	14	13	5	-4	0.3081500927
'54555_at'	'DDX49'	9	11	13	13	9	17	0.3081604685
'25833_at'	'POU2F3'	3	1	-4	11	6	2	0.3081695093
'6528_at'	'SLC5A5'	17	4	14	12	7	8	0.3081745809
'55661_at'	'DDX27'	12	7	1	17	-3	6	0.3082554698
'79818_at'	'ZNF552'	6	0	7	15	6	7	0.3083514675
'51400_at'	'PPME1'	13	4	11	7	-4	16	0.3083763316
'51704_at'	'GPRC5B'	11	-4	17	-5	16	11	0.308393189
'28410_at'	'IGHV3-72'	-6	14	14	-4	6	-3	0.3085864323
'51727_at'	'CMPK1'	3	9	12	0	5	5	0.3086373159
'7150_at'	'TOP1'	8	14	15	4	10	13	0.3086715446
'51029_at'	'PPPDE1'	1	-4	6	6	8	3	0.308751143
'10589_at'	'DRAP1'	17	4	-5	14	-2	6	0.3087560396
'23002_at'	'DAAM1'	2	13	11	5	12	12	0.3088377535
'51085_at'	'MLXIPL'	10	-3	16	1	12	15	0.3088493498
'4603_at'	'MYBL1'	3	-6	8	-3	-3	12	0.3089042715
'1269_at'	'CNR2'	-4	2	-6	-6	6	6	0.3089111154
'3043_at'	'HBB'	11	10	13	16	9	14	0.3089347452
'51531_at'	'C9orf156'	11	4	-1	-1	7	9	0.3089491431
'886_at'	'CCKAR'	-3	8	1	17	-6	1	0.3089602677
'1944_at'	'EFNA3'	13	8	7	5	16	-2	0.3089661978
'57698_at'	'KIAA1598'	8	15	15	3	9	10	0.3089693774
'3226_at'	'HOXC10'	17	2	-2	16	0	13	0.3090053896
'23317_at'	'DNAJC13'	5	8	3	1	17	-6	0.3090959756
'396_at'	'ARHGDIA'	17	12	-4	7	-1	-4	0.309117343
'3578_at'	'IL9'	-5	8	11	8	7	14	0.3091614388
'25769_at'	'SLC24A2'	8	3	0	14	2	1	0.3092458787
'7468_at'	'WHSC1'	-2	4	-6	-1	10	8	0.3093432143
'9223_at'	'MAGI1'	-6	-1	0	-3	1	11	0.309368727
'5530_at'	'PPP3CA'	6	13	-5	8	15	12	0.3094252619
'56242_at'	'ZNF253'	-5	-2	6	13	15	11	0.3094550677
'55063_at'	'ZCWPW1'	8	9	9	16	16	11	0.3094653834
'2848_at'	'GPR25'	7	7	-1	9	-2	8	0.3095047286
'140467_at'	'ZNF358'	13	8	-5	3	0	-6	0.3095332072
'23307_at'	'FKBP15'	-6	14	3	11	15	17	0.3095493176
'5078_at'	'PAX4'	12	-5	-3	11	17	9	0.3095534608
'6451_at'	'SH3BGRL'	5	11	13	-5	9	11	0.3096229551
'79635_at'	'CCDC121'	2	-3	7	-1	4	13	0.3096445473
'995_at'	'CDC25C'	-5	13	6	-1	8	15	0.3097128677
'400_at'	'ARL1'	6	-2	10	-5	8	6	0.3097213096
'10658_at'	'CELF1'	1	-4	0	0	-3	6	0.309730991
'84705_at'	'GTPBP3'	3	6	-4	-3	1	-3	0.3097915658
'1272_at'	'CNTN1'	10	-2	5	-6	17	2	0.3097949398
'4591_at'	'TRIM37'	5	8	3	2	11	7	0.3097998833
'54969_at'	'C4orf27'	5	7	0	-5	16	11	0.309819071
'8876_at'	'VNN1'	10	11	3	4	9	7	0.3098233075
'54681_at'	'P4HTM'	14	3	6	10	6	4	0.3099615495
'57019_at'	'CIAPIN1'	14	-2	-2	-1	5	1	0.3099681891
'50624_at'	'CUZD1'	3	-2	8	17	16	-3	0.3099943078
'2825_at'	'GPR1'	2	6	8	10	-1	-2	0.3101222451
'54462_at'	'FAM190B'	-4	-1	7	-2	5	9	0.310161255
'1178_at'	'CLC'	-3	-2	10	-5	-4	-1	0.3101715609
'55806_at'	'HR'	17	11	16	-3	13	9	0.3101952943
'79716_at'	'NPEPL1'	13	10	17	-3	3	11	0.310231136
'9342_at'	'SNAP29'	14	3	-4	-4	7	7	0.3102374275
'64108_at'	'RTP4'	1	13	9	14	12	8	0.3102676707
'7755_at'	'ZNF205'	13	-3	-6	11	-4	11	0.3103072677
'155066_at'	'ATP6V0E2'	12	9	12	7	1	15	0.3104031918
'5925_at'	'RB1'	3	13	7	10	13	15	0.3104123554
'55714_at'	'ODZ3'	9	13	-6	8	11	-3	0.3104587467
'163131_at'	'ZNF780B'	9	-2	6	12	10	7	0.3104845475
'57718_at'	'PPP4R4'	10	1	6	13	-3	5	0.3105395162
'1654_at'	'DDX3X'	3	-5	-3	15	-1	1	0.3105492454
'2332_at'	'FMR1'	4	10	-3	10	10	10	0.3105684228
'5358_at'	'PLS3'	7	-5	11	5	10	2	0.3105801528
'1997_at'	'ELF1'	0	-4	17	8	-2	-3	0.3106277149
'2593_at'	'GAMT'	13	-4	-2	-4	4	-4	0.3106295035
'10905_at'	'MAN1A2'	13	11	-5	16	11	-1	0.3106314948
'81578_at'	'COL21A1'	17	4	-5	10	-4	16	0.3106877743
'1553_at'	'CYP2A13'	-5	6	-4	3	16	9	0.3107068203
'6529_at'	'SLC6A1'	13	12	8	-6	10	9	0.3107105773
'5688_at'	'PSMA7'	0	-5	2	13	14	7	0.3107228614
'64792_at'	'RABL5'	-5	8	0	12	13	3	0.3107240947
'6819_at'	'SULT1C2'	12	6	11	-6	8	-3	0.310749032
'27019_at'	'DNAI1'	5	10	-2	12	9	10	0.310750917
'4837_at'	'NNMT'	-1	9	-1	11	-2	17	0.3108157755
'7067_at'	'THRA'	17	14	-6	17	-4	-3	0.3109522447
'2529_at'	'FUT7'	17	12	-5	9	-3	12	0.3109859283
'7101_at'	'NR2E1'	-1	-1	16	-2	-5	1	0.310996739
'27238_at'	'GPKOW'	-3	-6	10	17	-4	7	0.3109982677
'10713_at'	'USP39'	-2	8	6	10	-5	12	0.3110234725
'79614_at'	'C5orf23'	0	-4	4	11	1	6	0.3110972905
'4888_at'	'NPY6R'	-2	0	8	12	8	10	0.3111325731
'3627_at'	'CXCL10'	1	-2	4	-4	2	-4	0.311137195
'9500_at'	'MAGED1'	-4	8	2	-3	-4	9	0.3111472989
'5327_at'	'PLAT'	9	10	12	4	7	12	0.3111715052
'51725_at'	'FBXO40'	8	6	1	10	10	11	0.3111747652
'23471_at'	'TRAM1'	4	-4	-2	-2	12	3	0.3112222236
'56301_at'	'SLC7A10'	2	7	14	-3	-5	-1	0.3112956795
'10618_at'	'TGOLN2'	6	-4	2	6	6	6	0.3113060924
'138162_at'	'C9orf116'	0	10	16	17	5	12	0.3113485454
'10296_at'	'MAEA'	10	15	10	12	16	-5	0.3113850124
'7226_at'	'TRPM2'	-6	7	-6	2	-1	1	0.3113862433
'3768_at'	'KCNJ12'	4	3	-5	6	5	-3	0.3113899784
'23347_at'	'SMCHD1'	-2	-4	0	-2	17	-6	0.3113992151
'5440_at'	'POLR2K'	17	15	11	17	9	-3	0.3114079112
'1442_at'	'CSH1'	3	-6	13	9	14	8	0.3114549403
'9601_at'	'PDIA4'	4	-6	9	-2	16	-4	0.3114927776
'3759_at'	'KCNJ2'	10	-4	3	-4	14	13	0.3115140639
'79811_at'	'SLTM'	6	17	5	0	12	-4	0.3115871113
'9294_at'	'S1PR2'	-2	2	16	14	1	14	0.311600929
'91120_at'	'ZNF682'	12	-1	-2	8	11	4	0.3116017832
'9914_at'	'ATP2C2'	-5	-1	-1	15	-4	10	0.3116219732
'2869_at'	'GRK5'	12	16	17	7	5	-5	0.3116859822
'8471_at'	'IRS4'	14	9	13	15	-4	0	0.3117704479
'4868_at'	'NPHS1'	0	13	-1	7	10	11	0.3117818468
'54982_at'	'CLN6'	8	15	7	9	14	5	0.3117864451
'5238_at'	'PGM3'	6	-5	-1	-2	13	7	0.3118208466
'55191_at'	'NADSYN1'	0	12	-6	-6	5	16	0.3120391881
